Age,Income,CreditScore,Education,EmploymentType,MaritalStatus,Default
40.0,68088.0,388.0,3.0,3.0,2.0,0
43.0,82333.0,688.0,2.0,1.0,0.0,0
53.0,25931.0,542.0,2.0,3.0,1.0,0
24.0,93665.0,829.0,2.0,1.0,2.0,0
57.0,67449.0,446.0,2.0,0.0,1.0,0
56.0,82333.0,353.0,3.0,3.0,1.0,0
54.0,79987.0,573.0,0.0,2.0,0.0,0
47.0,63801.0,804.0,0.0,1.0,1.0,0
36.0,77379.0,637.0,0.0,0.0,2.0,0
54.0,90811.0,472.0,3.0,3.0,1.0,0
58.0,83930.0,335.0,2.0,3.0,0.0,0
22.0,36027.0,348.0,1.0,3.0,2.0,1
67.0,102562.0,502.0,3.0,1.0,1.0,0
53.0,97817.0,613.0,0.0,0.0,2.0,0
23.0,15453.0,573.0,1.0,1.0,2.0,1
43.0,24625.0,547.0,0.0,1.0,0.0,0
21.0,100021.0,539.0,1.0,1.0,0.0,0
32.0,136453.0,781.0,0.0,1.0,0.0,1
39.0,105575.0,588.0,2.0,0.0,2.0,0
45.0,146834.0,537.0,0.0,1.0,1.0,0
43.0,107277.0,306.0,1.0,3.0,1.0,1
33.0,55768.0,569.0,1.0,1.0,0.0,0
25.0,66104.0,649.0,3.0,2.0,1.0,0
20.0,123054.0,573.0,0.0,1.0,2.0,0
66.0,53936.0,838.0,2.0,0.0,1.0,0
43.0,82333.0,539.0,3.0,1.0,0.0,0
44.0,124640.0,573.0,2.0,1.0,2.0,0
57.0,69534.0,371.0,0.0,1.0,0.0,0
27.0,53823.0,357.0,1.0,3.0,2.0,0
43.0,111696.0,594.0,2.0,1.0,2.0,0
65.0,17548.0,413.0,0.0,1.0,2.0,0
59.0,37056.0,700.0,1.0,0.0,2.0,0
59.0,26949.0,573.0,2.0,3.0,0.0,0
32.0,66973.0,577.0,1.0,2.0,2.0,0
48.0,37840.0,464.0,1.0,3.0,1.0,0
38.0,82333.0,317.0,2.0,3.0,2.0,0
24.0,90100.0,436.0,2.0,0.0,1.0,0
22.0,19670.0,705.0,2.0,3.0,0.0,0
67.0,85410.0,583.0,1.0,3.0,1.0,0
53.0,82333.0,573.0,1.0,2.0,2.0,0
64.0,111770.0,799.0,2.0,1.0,1.0,0
50.0,143189.0,496.0,1.0,2.0,1.0,0
27.0,114491.0,756.0,0.0,0.0,1.0,0
18.0,148281.0,459.0,0.0,3.0,2.0,1
44.0,127432.0,507.0,1.0,2.0,1.0,0
45.0,79269.0,579.0,2.0,1.0,0.0,0
39.0,38328.0,573.0,3.0,1.0,0.0,1
35.0,52840.0,601.0,3.0,3.0,0.0,0
22.0,43215.0,698.0,3.0,0.0,2.0,0
52.0,53916.0,435.0,2.0,0.0,2.0,0
62.0,33580.0,417.0,0.0,2.0,2.0,0
43.0,23775.0,754.0,3.0,3.0,0.0,0
52.0,122325.0,573.0,2.0,3.0,2.0,0
31.0,52148.0,555.0,0.0,3.0,1.0,1
60.0,58840.0,773.0,3.0,3.0,2.0,0
54.0,59862.0,303.0,3.0,0.0,0.0,1
42.0,121931.0,596.0,2.0,0.0,0.0,0
53.0,137686.0,673.0,2.0,1.0,2.0,1
46.0,142857.0,666.0,2.0,0.0,2.0,1
59.0,108079.0,729.0,0.0,0.0,2.0,0
43.0,138365.0,821.0,2.0,1.0,1.0,0
25.0,70815.0,651.0,2.0,1.0,0.0,0
34.0,108854.0,824.0,1.0,3.0,0.0,0
21.0,78574.0,563.0,2.0,0.0,1.0,1
20.0,98361.0,837.0,3.0,3.0,0.0,0
43.0,82333.0,838.0,3.0,0.0,2.0,0
43.0,125322.0,554.0,3.0,2.0,1.0,0
43.0,84041.0,474.0,0.0,3.0,2.0,0
43.0,109147.0,748.0,1.0,0.0,2.0,0
42.0,96012.0,383.0,0.0,0.0,1.0,0
47.0,141604.0,542.0,1.0,3.0,1.0,0
30.0,15419.0,432.0,1.0,0.0,1.0,1
64.0,46690.0,777.0,2.0,1.0,2.0,0
45.0,23857.0,817.0,1.0,1.0,1.0,1
48.0,113973.0,576.0,0.0,1.0,2.0,1
60.0,130552.0,573.0,3.0,1.0,2.0,0
68.0,35857.0,466.0,3.0,1.0,1.0,0
53.0,104165.0,573.0,1.0,0.0,2.0,0
43.0,55843.0,660.0,2.0,1.0,0.0,0
58.0,82333.0,311.0,0.0,2.0,0.0,0
47.0,107480.0,539.0,1.0,0.0,0.0,0
50.0,36145.0,450.0,0.0,3.0,0.0,0
18.0,82333.0,429.0,1.0,3.0,0.0,1
50.0,20447.0,482.0,0.0,1.0,2.0,0
49.0,82333.0,573.0,0.0,3.0,0.0,0
43.0,135473.0,366.0,3.0,0.0,0.0,0
33.0,127289.0,525.0,1.0,2.0,2.0,1
19.0,139915.0,536.0,3.0,2.0,2.0,0
69.0,97092.0,321.0,1.0,1.0,1.0,0
29.0,131778.0,524.0,1.0,2.0,0.0,0
61.0,132765.0,624.0,2.0,1.0,0.0,0
36.0,67254.0,562.0,0.0,0.0,1.0,0
67.0,52668.0,459.0,3.0,2.0,2.0,0
52.0,83632.0,717.0,1.0,0.0,2.0,0
44.0,72803.0,468.0,2.0,0.0,1.0,1
43.0,126605.0,580.0,1.0,2.0,2.0,0
43.0,61423.0,312.0,1.0,2.0,1.0,0
30.0,87420.0,815.0,1.0,0.0,0.0,0
24.0,122238.0,659.0,3.0,3.0,1.0,0
62.0,51635.0,573.0,3.0,3.0,0.0,0
28.0,25004.0,573.0,1.0,2.0,2.0,1
46.0,134941.0,653.0,3.0,2.0,1.0,0
49.0,94117.0,840.0,3.0,2.0,0.0,0
49.0,124788.0,525.0,3.0,3.0,2.0,0
23.0,135030.0,378.0,1.0,1.0,0.0,0
49.0,62679.0,824.0,2.0,1.0,1.0,0
53.0,15527.0,748.0,2.0,3.0,1.0,0
53.0,40621.0,342.0,0.0,1.0,2.0,0
48.0,143285.0,809.0,2.0,3.0,2.0,0
51.0,20164.0,763.0,1.0,1.0,1.0,0
35.0,68343.0,434.0,2.0,3.0,2.0,0
50.0,50474.0,342.0,3.0,1.0,0.0,0
20.0,124737.0,539.0,0.0,1.0,2.0,0
31.0,55905.0,420.0,1.0,3.0,0.0,0
41.0,114561.0,802.0,1.0,3.0,0.0,0
64.0,88746.0,366.0,1.0,1.0,0.0,0
45.0,137252.0,629.0,1.0,2.0,1.0,0
63.0,33756.0,706.0,3.0,1.0,2.0,0
65.0,41372.0,434.0,0.0,1.0,2.0,0
25.0,32740.0,713.0,1.0,3.0,2.0,0
54.0,92476.0,739.0,2.0,3.0,2.0,0
43.0,123897.0,694.0,2.0,3.0,2.0,0
48.0,148128.0,618.0,2.0,2.0,1.0,0
48.0,116017.0,573.0,1.0,1.0,2.0,0
62.0,35262.0,840.0,2.0,0.0,0.0,0
58.0,82333.0,495.0,0.0,3.0,0.0,0
33.0,59731.0,779.0,1.0,0.0,0.0,0
51.0,108497.0,715.0,1.0,2.0,0.0,0
48.0,79599.0,621.0,1.0,2.0,1.0,0
34.0,91577.0,379.0,1.0,2.0,2.0,0
48.0,41967.0,476.0,1.0,1.0,2.0,0
32.0,50276.0,721.0,0.0,1.0,2.0,0
29.0,147210.0,366.0,1.0,0.0,1.0,0
24.0,114083.0,489.0,1.0,1.0,1.0,1
36.0,97910.0,573.0,0.0,0.0,2.0,0
63.0,82333.0,807.0,3.0,3.0,2.0,0
26.0,62964.0,349.0,1.0,2.0,1.0,0
24.0,94902.0,336.0,2.0,0.0,0.0,0
32.0,58186.0,435.0,3.0,0.0,0.0,0
43.0,135112.0,334.0,3.0,0.0,1.0,0
45.0,129450.0,382.0,1.0,0.0,2.0,0
39.0,48779.0,687.0,2.0,2.0,1.0,0
43.0,138104.0,702.0,3.0,0.0,1.0,1
64.0,82333.0,573.0,1.0,2.0,1.0,0
39.0,131139.0,388.0,0.0,1.0,2.0,0
45.0,18915.0,311.0,0.0,3.0,0.0,0
29.0,40390.0,722.0,1.0,2.0,0.0,0
43.0,50537.0,399.0,1.0,3.0,0.0,0
25.0,66563.0,605.0,2.0,1.0,2.0,0
34.0,131563.0,592.0,1.0,0.0,2.0,0
43.0,77440.0,740.0,2.0,1.0,2.0,0
29.0,126171.0,480.0,2.0,3.0,0.0,0
35.0,42909.0,573.0,2.0,2.0,2.0,0
45.0,129486.0,621.0,3.0,1.0,2.0,0
36.0,96142.0,365.0,1.0,1.0,0.0,1
25.0,31836.0,695.0,0.0,1.0,1.0,0
53.0,94943.0,651.0,2.0,3.0,2.0,0
65.0,49378.0,585.0,1.0,1.0,1.0,0
67.0,148087.0,498.0,2.0,0.0,0.0,0
43.0,111221.0,716.0,0.0,1.0,0.0,0
62.0,23591.0,377.0,3.0,1.0,0.0,0
51.0,28430.0,399.0,2.0,2.0,2.0,0
48.0,78104.0,300.0,3.0,2.0,1.0,0
43.0,138275.0,573.0,3.0,0.0,0.0,0
26.0,130593.0,603.0,0.0,1.0,0.0,0
37.0,146500.0,529.0,3.0,2.0,0.0,0
29.0,20811.0,573.0,0.0,0.0,0.0,0
36.0,112338.0,573.0,1.0,1.0,0.0,0
25.0,135150.0,538.0,2.0,3.0,1.0,0
58.0,73647.0,687.0,3.0,3.0,1.0,0
40.0,93785.0,370.0,0.0,0.0,1.0,0
49.0,134814.0,815.0,3.0,1.0,2.0,0
34.0,68393.0,370.0,1.0,3.0,0.0,0
66.0,72259.0,528.0,3.0,1.0,0.0,0
60.0,143960.0,845.0,3.0,0.0,0.0,0
31.0,123579.0,703.0,0.0,2.0,0.0,0
60.0,138053.0,573.0,2.0,1.0,2.0,0
40.0,73797.0,724.0,3.0,1.0,2.0,1
49.0,37271.0,793.0,2.0,1.0,2.0,0
47.0,82333.0,478.0,2.0,2.0,0.0,0
39.0,32560.0,573.0,3.0,0.0,2.0,0
47.0,105392.0,503.0,1.0,3.0,1.0,0
57.0,130206.0,845.0,3.0,0.0,1.0,0
43.0,129303.0,573.0,2.0,1.0,1.0,0
43.0,39589.0,416.0,3.0,2.0,1.0,0
22.0,24878.0,580.0,0.0,3.0,2.0,0
29.0,82222.0,580.0,2.0,0.0,2.0,0
43.0,113854.0,379.0,1.0,1.0,0.0,0
45.0,97291.0,658.0,0.0,1.0,2.0,0
20.0,68109.0,384.0,2.0,1.0,2.0,0
39.0,17890.0,522.0,1.0,1.0,2.0,0
24.0,144060.0,437.0,3.0,1.0,0.0,0
19.0,32454.0,439.0,0.0,2.0,2.0,0
21.0,82333.0,362.0,0.0,3.0,1.0,0
39.0,15714.0,573.0,0.0,0.0,1.0,0
57.0,147965.0,525.0,1.0,0.0,1.0,0
42.0,82333.0,451.0,3.0,2.0,1.0,1
49.0,81442.0,784.0,2.0,3.0,1.0,0
28.0,95976.0,301.0,1.0,1.0,0.0,0
47.0,27231.0,552.0,3.0,0.0,2.0,0
24.0,111587.0,765.0,1.0,3.0,2.0,0
50.0,137942.0,552.0,1.0,2.0,1.0,0
49.0,133335.0,400.0,3.0,0.0,2.0,0
62.0,43734.0,617.0,2.0,1.0,0.0,0
30.0,108557.0,339.0,0.0,2.0,0.0,0
32.0,144804.0,707.0,0.0,3.0,0.0,0
32.0,138367.0,446.0,2.0,0.0,1.0,0
55.0,145745.0,534.0,0.0,2.0,2.0,0
26.0,78077.0,589.0,2.0,1.0,0.0,0
67.0,131593.0,716.0,1.0,2.0,2.0,0
27.0,140194.0,390.0,3.0,3.0,2.0,0
51.0,126378.0,372.0,3.0,1.0,2.0,0
67.0,36401.0,494.0,2.0,3.0,0.0,0
54.0,63879.0,737.0,2.0,1.0,0.0,0
43.0,75430.0,712.0,0.0,1.0,2.0,0
60.0,50938.0,473.0,0.0,3.0,2.0,0
20.0,82333.0,797.0,0.0,1.0,2.0,0
68.0,44125.0,771.0,3.0,3.0,0.0,0
43.0,126394.0,380.0,0.0,3.0,0.0,0
20.0,32606.0,663.0,3.0,1.0,2.0,0
51.0,94839.0,414.0,1.0,1.0,1.0,0
42.0,97052.0,843.0,2.0,1.0,2.0,0
65.0,30929.0,787.0,1.0,1.0,1.0,0
41.0,26856.0,302.0,3.0,0.0,2.0,0
64.0,52158.0,438.0,1.0,1.0,2.0,1
20.0,104441.0,807.0,1.0,3.0,0.0,0
46.0,26163.0,573.0,1.0,2.0,0.0,1
50.0,119313.0,303.0,1.0,3.0,0.0,0
50.0,53017.0,767.0,3.0,0.0,0.0,0
44.0,41296.0,591.0,2.0,3.0,1.0,0
49.0,18051.0,402.0,2.0,1.0,1.0,1
36.0,62092.0,744.0,2.0,2.0,1.0,0
64.0,19104.0,814.0,2.0,2.0,2.0,1
26.0,72564.0,379.0,2.0,1.0,1.0,0
52.0,124183.0,306.0,1.0,2.0,2.0,0
55.0,128675.0,395.0,3.0,1.0,0.0,0
65.0,52095.0,716.0,1.0,2.0,2.0,0
46.0,65695.0,471.0,1.0,1.0,0.0,0
38.0,65041.0,533.0,1.0,2.0,2.0,0
52.0,82333.0,412.0,2.0,1.0,0.0,0
20.0,81546.0,549.0,3.0,1.0,0.0,0
30.0,36718.0,480.0,1.0,1.0,0.0,0
64.0,82333.0,607.0,0.0,2.0,0.0,0
63.0,24873.0,836.0,3.0,1.0,0.0,0
49.0,128647.0,339.0,2.0,1.0,2.0,0
53.0,117726.0,618.0,2.0,3.0,0.0,0
37.0,82333.0,742.0,3.0,1.0,1.0,1
68.0,82333.0,471.0,1.0,0.0,2.0,0
67.0,71907.0,657.0,3.0,0.0,0.0,0
43.0,47972.0,814.0,0.0,2.0,1.0,0
63.0,88787.0,341.0,1.0,1.0,0.0,0
18.0,105007.0,331.0,0.0,2.0,2.0,1
23.0,138023.0,849.0,0.0,3.0,2.0,0
39.0,122466.0,573.0,0.0,2.0,1.0,0
33.0,45103.0,566.0,0.0,1.0,1.0,0
68.0,82333.0,430.0,0.0,0.0,1.0,0
57.0,40865.0,438.0,1.0,0.0,2.0,0
58.0,28594.0,346.0,1.0,0.0,0.0,0
35.0,82333.0,329.0,0.0,3.0,2.0,0
40.0,115024.0,573.0,0.0,1.0,1.0,1
43.0,93644.0,796.0,1.0,1.0,0.0,0
50.0,38367.0,785.0,3.0,2.0,2.0,0
43.0,134009.0,502.0,2.0,1.0,0.0,0
52.0,17141.0,714.0,3.0,3.0,2.0,0
29.0,82333.0,325.0,0.0,0.0,0.0,0
39.0,16024.0,303.0,1.0,2.0,2.0,1
23.0,47415.0,377.0,3.0,1.0,1.0,0
18.0,55176.0,573.0,3.0,2.0,2.0,1
43.0,115774.0,573.0,0.0,0.0,1.0,0
31.0,23940.0,722.0,3.0,3.0,0.0,0
58.0,65200.0,739.0,1.0,0.0,2.0,0
41.0,138764.0,566.0,2.0,2.0,1.0,0
43.0,128871.0,573.0,0.0,1.0,1.0,1
23.0,96186.0,333.0,0.0,3.0,2.0,1
60.0,77247.0,783.0,1.0,1.0,2.0,0
19.0,31048.0,833.0,1.0,3.0,1.0,0
37.0,41779.0,724.0,3.0,0.0,2.0,0
32.0,130687.0,805.0,1.0,0.0,2.0,0
58.0,123849.0,544.0,3.0,1.0,2.0,0
22.0,91197.0,668.0,2.0,2.0,0.0,0
43.0,42155.0,622.0,0.0,3.0,2.0,0
63.0,87166.0,808.0,2.0,1.0,0.0,0
64.0,63062.0,573.0,2.0,0.0,1.0,0
51.0,79052.0,334.0,3.0,1.0,2.0,0
43.0,62844.0,573.0,0.0,0.0,2.0,0
51.0,82333.0,527.0,1.0,1.0,0.0,0
20.0,115453.0,614.0,2.0,0.0,1.0,1
64.0,146736.0,422.0,3.0,1.0,2.0,0
58.0,69944.0,371.0,0.0,1.0,0.0,0
43.0,110723.0,533.0,1.0,2.0,2.0,0
68.0,46774.0,341.0,2.0,3.0,2.0,0
54.0,21327.0,833.0,1.0,2.0,2.0,0
67.0,53281.0,583.0,0.0,3.0,2.0,0
43.0,82333.0,737.0,3.0,0.0,0.0,0
48.0,79621.0,683.0,1.0,1.0,1.0,0
43.0,82333.0,826.0,3.0,1.0,2.0,1
63.0,93918.0,573.0,1.0,0.0,2.0,0
46.0,60175.0,796.0,2.0,0.0,0.0,0
68.0,42745.0,586.0,0.0,0.0,1.0,1
47.0,23333.0,482.0,2.0,1.0,2.0,0
43.0,36959.0,396.0,1.0,2.0,1.0,0
58.0,89238.0,775.0,1.0,3.0,0.0,0
47.0,16640.0,347.0,1.0,3.0,2.0,0
43.0,25653.0,409.0,3.0,3.0,2.0,0
22.0,108963.0,430.0,3.0,1.0,1.0,0
48.0,73357.0,480.0,3.0,0.0,2.0,0
67.0,112421.0,662.0,1.0,0.0,0.0,0
43.0,106782.0,836.0,2.0,1.0,0.0,0
27.0,90838.0,308.0,2.0,2.0,2.0,0
22.0,84574.0,453.0,1.0,3.0,2.0,0
63.0,146398.0,376.0,2.0,2.0,2.0,0
55.0,82333.0,632.0,2.0,2.0,0.0,1
32.0,55606.0,341.0,2.0,3.0,2.0,0
27.0,128828.0,746.0,3.0,3.0,1.0,0
44.0,104148.0,694.0,3.0,3.0,0.0,0
59.0,25636.0,344.0,2.0,0.0,0.0,0
51.0,82333.0,361.0,1.0,0.0,2.0,0
40.0,114386.0,367.0,3.0,1.0,0.0,0
24.0,57021.0,512.0,3.0,1.0,2.0,0
41.0,137489.0,337.0,2.0,2.0,2.0,0
60.0,112096.0,389.0,1.0,3.0,0.0,0
56.0,90819.0,689.0,1.0,1.0,1.0,0
57.0,107375.0,568.0,3.0,0.0,1.0,0
69.0,30546.0,522.0,0.0,0.0,2.0,0
28.0,133623.0,669.0,3.0,0.0,2.0,0
26.0,114051.0,745.0,3.0,0.0,1.0,0
34.0,82333.0,412.0,3.0,0.0,0.0,1
46.0,82333.0,598.0,2.0,0.0,1.0,0
64.0,85560.0,644.0,3.0,3.0,1.0,0
65.0,60088.0,355.0,0.0,1.0,1.0,1
65.0,42003.0,381.0,0.0,1.0,1.0,0
30.0,110127.0,786.0,1.0,3.0,0.0,0
48.0,140852.0,539.0,3.0,1.0,2.0,0
19.0,132710.0,825.0,1.0,2.0,0.0,0
28.0,82333.0,347.0,1.0,1.0,2.0,0
48.0,132898.0,332.0,3.0,0.0,2.0,0
25.0,34184.0,774.0,3.0,1.0,2.0,1
28.0,82333.0,393.0,1.0,1.0,2.0,0
68.0,118967.0,451.0,2.0,0.0,0.0,0
29.0,124772.0,347.0,0.0,3.0,2.0,0
20.0,18493.0,838.0,0.0,3.0,0.0,1
58.0,90147.0,308.0,3.0,2.0,0.0,0
61.0,122729.0,744.0,3.0,2.0,0.0,0
43.0,142029.0,511.0,3.0,1.0,1.0,0
43.0,84794.0,572.0,1.0,2.0,1.0,0
26.0,23505.0,307.0,2.0,1.0,2.0,0
38.0,82333.0,630.0,1.0,1.0,1.0,0
26.0,112894.0,414.0,3.0,1.0,1.0,0
59.0,135247.0,478.0,3.0,1.0,2.0,0
22.0,123819.0,317.0,3.0,2.0,0.0,0
43.0,137828.0,829.0,0.0,3.0,1.0,0
32.0,66492.0,643.0,2.0,1.0,1.0,0
43.0,101111.0,837.0,0.0,1.0,0.0,0
69.0,134802.0,476.0,3.0,2.0,1.0,0
38.0,34677.0,501.0,0.0,1.0,1.0,1
43.0,52379.0,350.0,1.0,0.0,2.0,0
23.0,112417.0,573.0,1.0,3.0,0.0,0
50.0,126134.0,799.0,1.0,0.0,1.0,0
35.0,141122.0,846.0,0.0,3.0,2.0,0
35.0,85649.0,639.0,2.0,2.0,0.0,0
43.0,17682.0,418.0,3.0,0.0,1.0,0
23.0,43740.0,353.0,1.0,2.0,1.0,0
44.0,46814.0,377.0,2.0,2.0,0.0,1
43.0,148370.0,523.0,1.0,0.0,2.0,0
32.0,82333.0,313.0,1.0,3.0,0.0,0
49.0,82333.0,792.0,0.0,3.0,2.0,1
64.0,80069.0,441.0,3.0,3.0,0.0,0
64.0,149444.0,682.0,2.0,0.0,2.0,0
35.0,82333.0,385.0,2.0,2.0,0.0,0
30.0,87832.0,573.0,1.0,2.0,2.0,0
64.0,16809.0,772.0,0.0,0.0,1.0,0
32.0,43410.0,784.0,1.0,1.0,2.0,1
50.0,41551.0,827.0,2.0,3.0,2.0,0
60.0,70252.0,680.0,2.0,3.0,2.0,0
68.0,79196.0,691.0,2.0,1.0,1.0,0
45.0,61327.0,531.0,3.0,0.0,0.0,0
26.0,62477.0,780.0,1.0,3.0,1.0,0
42.0,137083.0,749.0,0.0,0.0,2.0,0
39.0,107112.0,555.0,3.0,2.0,1.0,0
55.0,18150.0,683.0,2.0,2.0,0.0,0
47.0,82333.0,425.0,0.0,1.0,2.0,0
61.0,142512.0,317.0,1.0,1.0,1.0,0
21.0,144009.0,573.0,2.0,3.0,1.0,1
50.0,43477.0,757.0,0.0,1.0,0.0,0
46.0,81153.0,773.0,2.0,1.0,1.0,0
22.0,43156.0,639.0,3.0,1.0,1.0,0
41.0,82333.0,648.0,1.0,3.0,1.0,0
29.0,21902.0,439.0,1.0,0.0,0.0,1
46.0,107733.0,602.0,3.0,1.0,2.0,0
37.0,148356.0,373.0,2.0,0.0,1.0,0
18.0,48352.0,303.0,2.0,3.0,0.0,1
49.0,67073.0,456.0,0.0,2.0,0.0,0
60.0,104321.0,608.0,1.0,0.0,1.0,0
65.0,90207.0,541.0,0.0,1.0,0.0,0
51.0,143514.0,485.0,2.0,0.0,2.0,0
36.0,113339.0,832.0,1.0,0.0,1.0,1
43.0,82333.0,795.0,1.0,3.0,0.0,0
43.0,79741.0,556.0,1.0,3.0,1.0,0
33.0,111665.0,828.0,1.0,1.0,0.0,0
43.0,118057.0,330.0,0.0,0.0,2.0,0
52.0,142052.0,330.0,3.0,0.0,0.0,0
34.0,53822.0,764.0,2.0,1.0,1.0,0
50.0,133827.0,402.0,2.0,2.0,1.0,0
29.0,64773.0,522.0,3.0,3.0,2.0,0
19.0,76381.0,528.0,1.0,1.0,0.0,0
35.0,130562.0,611.0,1.0,1.0,1.0,0
21.0,41442.0,542.0,3.0,1.0,0.0,1
31.0,143885.0,329.0,2.0,1.0,2.0,0
43.0,112850.0,657.0,0.0,0.0,2.0,0
62.0,85613.0,803.0,0.0,1.0,2.0,0
19.0,125524.0,301.0,1.0,1.0,1.0,1
36.0,50824.0,782.0,3.0,1.0,0.0,0
37.0,120272.0,591.0,3.0,3.0,1.0,0
51.0,35926.0,491.0,3.0,1.0,2.0,1
57.0,75919.0,786.0,1.0,1.0,1.0,0
30.0,131513.0,573.0,0.0,3.0,1.0,0
64.0,82333.0,581.0,1.0,1.0,0.0,0
38.0,126170.0,573.0,2.0,3.0,0.0,0
42.0,66007.0,409.0,2.0,1.0,2.0,0
29.0,94211.0,390.0,1.0,1.0,2.0,1
52.0,40183.0,415.0,1.0,1.0,1.0,0
40.0,51462.0,330.0,3.0,1.0,2.0,1
43.0,128321.0,311.0,3.0,3.0,2.0,0
68.0,82333.0,552.0,1.0,2.0,0.0,0
39.0,24969.0,309.0,1.0,3.0,2.0,0
32.0,33602.0,303.0,0.0,1.0,0.0,0
25.0,82333.0,848.0,2.0,1.0,0.0,0
38.0,49713.0,482.0,1.0,2.0,0.0,0
40.0,25097.0,704.0,1.0,3.0,0.0,0
68.0,80395.0,341.0,1.0,2.0,0.0,0
41.0,86087.0,824.0,1.0,2.0,1.0,0
32.0,26435.0,814.0,1.0,1.0,1.0,1
43.0,98872.0,570.0,0.0,1.0,1.0,1
46.0,42753.0,718.0,1.0,2.0,0.0,0
35.0,52496.0,573.0,0.0,1.0,1.0,0
29.0,82333.0,773.0,1.0,1.0,2.0,1
62.0,131845.0,573.0,1.0,3.0,1.0,0
44.0,110797.0,573.0,1.0,0.0,1.0,0
33.0,101572.0,731.0,1.0,1.0,1.0,0
61.0,140916.0,314.0,3.0,1.0,0.0,0
20.0,24934.0,809.0,1.0,1.0,1.0,1
43.0,147162.0,336.0,1.0,0.0,2.0,1
43.0,40109.0,549.0,1.0,1.0,2.0,0
33.0,17882.0,702.0,0.0,1.0,1.0,1
45.0,57837.0,441.0,0.0,2.0,1.0,0
43.0,117445.0,780.0,1.0,3.0,1.0,0
43.0,135949.0,600.0,0.0,1.0,0.0,0
64.0,137697.0,763.0,3.0,2.0,0.0,0
44.0,20669.0,782.0,1.0,0.0,0.0,0
51.0,58116.0,531.0,0.0,3.0,2.0,1
31.0,88351.0,483.0,0.0,1.0,1.0,0
42.0,82333.0,560.0,2.0,1.0,0.0,0
52.0,18561.0,391.0,3.0,0.0,2.0,0
65.0,94287.0,309.0,1.0,3.0,1.0,0
58.0,78544.0,754.0,1.0,1.0,2.0,0
27.0,117484.0,302.0,3.0,2.0,0.0,0
19.0,82333.0,414.0,1.0,0.0,2.0,0
65.0,18111.0,394.0,3.0,2.0,2.0,0
20.0,118904.0,414.0,0.0,2.0,2.0,0
32.0,43480.0,769.0,1.0,3.0,1.0,0
52.0,62354.0,637.0,0.0,2.0,0.0,0
37.0,84097.0,743.0,1.0,1.0,2.0,0
50.0,31356.0,360.0,0.0,3.0,1.0,0
44.0,149192.0,510.0,2.0,0.0,0.0,0
26.0,44654.0,674.0,1.0,3.0,2.0,0
18.0,104238.0,841.0,0.0,1.0,2.0,0
38.0,18222.0,473.0,0.0,2.0,0.0,0
39.0,79517.0,675.0,0.0,3.0,1.0,0
43.0,116524.0,560.0,2.0,3.0,2.0,0
58.0,49597.0,668.0,1.0,1.0,2.0,0
43.0,50059.0,449.0,1.0,0.0,0.0,0
26.0,129202.0,305.0,2.0,3.0,1.0,0
20.0,27593.0,700.0,1.0,1.0,2.0,1
39.0,52455.0,705.0,3.0,3.0,2.0,0
40.0,105820.0,683.0,2.0,0.0,2.0,0
32.0,145123.0,823.0,3.0,2.0,2.0,0
34.0,141102.0,563.0,2.0,1.0,2.0,0
35.0,82333.0,440.0,1.0,0.0,0.0,0
28.0,54686.0,643.0,2.0,1.0,1.0,0
64.0,108068.0,753.0,2.0,1.0,2.0,0
20.0,102483.0,362.0,1.0,1.0,2.0,0
18.0,80786.0,313.0,1.0,2.0,1.0,1
54.0,44463.0,566.0,1.0,1.0,0.0,0
33.0,78276.0,558.0,2.0,0.0,1.0,0
43.0,70088.0,499.0,0.0,2.0,0.0,0
21.0,26541.0,333.0,2.0,3.0,0.0,0
43.0,113257.0,513.0,0.0,0.0,1.0,0
66.0,82333.0,541.0,1.0,1.0,1.0,0
24.0,83461.0,589.0,1.0,3.0,2.0,1
20.0,116498.0,506.0,1.0,2.0,1.0,0
43.0,56610.0,475.0,0.0,1.0,0.0,0
33.0,110521.0,487.0,1.0,2.0,2.0,0
31.0,44761.0,368.0,1.0,0.0,0.0,0
43.0,146864.0,573.0,3.0,1.0,1.0,0
65.0,43701.0,358.0,1.0,0.0,2.0,1
22.0,117692.0,755.0,1.0,2.0,2.0,1
64.0,129952.0,302.0,2.0,1.0,0.0,0
53.0,76047.0,457.0,3.0,3.0,2.0,0
25.0,53465.0,457.0,0.0,2.0,1.0,0
43.0,82333.0,573.0,2.0,0.0,0.0,0
35.0,140029.0,725.0,1.0,3.0,2.0,0
63.0,39638.0,573.0,3.0,1.0,1.0,0
56.0,62885.0,520.0,0.0,3.0,0.0,0
44.0,97219.0,328.0,1.0,0.0,0.0,0
31.0,43488.0,573.0,1.0,3.0,2.0,0
41.0,144183.0,600.0,0.0,0.0,2.0,0
66.0,39753.0,712.0,2.0,1.0,0.0,0
52.0,120171.0,473.0,0.0,3.0,1.0,1
68.0,59385.0,643.0,1.0,3.0,2.0,0
41.0,82333.0,451.0,0.0,2.0,0.0,1
46.0,94959.0,483.0,0.0,3.0,0.0,0
45.0,43815.0,467.0,0.0,0.0,1.0,0
47.0,120141.0,750.0,1.0,2.0,2.0,0
30.0,56582.0,408.0,1.0,1.0,2.0,1
43.0,34859.0,756.0,0.0,1.0,0.0,0
46.0,128522.0,626.0,3.0,0.0,1.0,1
46.0,17889.0,549.0,3.0,2.0,2.0,0
