Age;CreditScore;MaritalStatus;Education;Default
27;422;1;1;1
66;492;0;2;0
21;520;1;2;1
63;755;0;1;0
53;713;1;0;1
55;444;0;0;0
51;732;0;1;1
65;605;2;1;0
57;717;1;1;0
24;735;1;0;1
56;837;2;2;0
53;707;0;3;0
44;414;0;2;1
34;377;2;2;0
20;447;1;1;1
69;445;1;3;0
49;783;0;1;1
23;522;0;1;1
25;724;2;0;0
43;505;2;1;0
40;655;1;1;1
44;440;0;0;1
29;360;0;0;1
68;675;0;3;0
27;811;1;0;1
66;357;2;2;1
42;355;1;3;0
31;827;2;0;1
49;838;0;0;0
18;434;0;1;1
45;321;0;1;1
35;608;0;3;1
68;825;2;1;0
34;422;1;0;1
36;588;1;1;0
29;839;1;0;1
20;593;0;0;1
66;682;2;2;0
34;526;1;1;0
18;391;2;3;1
45;560;2;0;1
51;694;0;2;1
22;317;1;1;1
21;664;1;0;0
53;586;0;0;0
21;831;0;2;0
30;787;1;0;0
18;747;1;3;0
19;763;1;0;1
22;426;2;0;1
25;829;0;3;1
52;696;2;3;0
24;780;2;2;1
43;553;1;0;1
30;322;2;2;1
59;555;1;0;1
66;729;0;3;0
69;356;0;2;1
45;321;0;2;1
35;718;1;3;0
61;644;1;0;0
30;701;2;3;0
28;673;2;2;1
64;382;1;0;1
53;743;1;0;1
58;611;2;2;0
38;365;0;3;0
34;590;2;0;0
33;384;1;1;1
59;735;2;0;1
19;314;2;2;1
45;576;2;1;1
31;359;0;0;1
30;651;2;0;1
23;498;1;1;1
26;836;1;1;1
48;303;0;0;1
57;621;2;3;0
69;612;1;3;1
35;833;2;0;0
53;837;1;0;0
45;848;2;3;0
29;787;0;0;1
43;707;0;2;0
24;564;2;2;0
31;414;0;3;1
60;685;0;2;0
38;320;2;2;1
53;310;2;2;0
32;399;1;0;1
42;762;0;0;0
49;699;1;2;0
24;597;2;1;1
54;645;2;0;0
62;551;0;2;0
44;680;1;1;0
31;654;2;1;1
23;715;2;0;1
44;778;0;1;1
68;484;2;2;0
18;502;2;0;1
68;499;1;3;0
47;482;0;3;1
31;837;1;1;0
21;366;0;0;1
44;587;2;1;0
34;311;2;3;1
64;575;0;1;0
62;562;1;1;1
69;519;1;2;0
33;325;2;1;1
68;733;0;3;0
62;583;1;2;0
31;539;1;3;0
44;344;2;3;0
25;565;1;1;0
63;641;2;0;0
25;612;2;3;0
27;475;1;2;0
62;794;2;1;0
60;521;2;3;0
63;304;1;0;1
50;677;2;0;1
51;312;1;2;0
35;540;2;2;1
66;488;1;1;1
29;508;1;2;1
52;575;1;1;1
34;621;0;0;1
41;706;1;2;0
47;651;1;0;1
63;723;0;3;0
34;382;1;1;1
63;628;0;1;0
33;499;1;2;0
30;717;1;1;1
50;697;1;1;1
45;467;0;1;0
39;749;0;1;1
26;831;1;2;0
66;457;1;3;1
20;315;0;1;1
36;393;0;3;0
22;587;1;2;1
64;390;2;0;1
35;675;1;3;0
41;737;2;1;0
29;453;2;1;1
53;793;2;2;0
25;546;0;2;1
33;786;2;1;0
34;446;1;3;1
18;439;2;3;1
46;734;1;2;0
64;795;1;0;0
25;590;2;2;0
49;313;1;3;1
18;499;1;3;1
59;652;1;0;0
29;307;2;3;0
55;654;1;1;1
34;401;2;2;0
46;726;0;2;1
30;849;1;3;0
43;780;0;2;0
69;746;0;1;0
29;304;2;3;1
29;313;2;0;1
53;539;1;1;0
54;625;0;1;1
39;627;2;0;1
40;303;2;3;1
58;404;2;3;0
21;457;0;1;1
68;386;1;1;0
30;492;1;3;1
62;467;2;2;0
22;482;2;3;1
50;593;2;0;0
60;326;2;1;0
69;691;2;0;1
36;824;2;2;0
30;450;0;3;0
58;311;0;3;0
45;639;2;0;0
48;574;1;0;0
42;672;0;2;1
31;566;1;3;1
35;784;1;2;1
60;388;1;0;1
40;696;2;3;0
50;409;1;2;1
22;302;2;2;0
25;412;1;3;1
43;345;0;3;1
61;745;1;3;0
65;725;0;2;0
64;526;0;1;0
39;336;2;3;0
42;355;1;0;0
46;588;2;1;0
52;601;0;3;0
44;509;2;2;1
53;570;2;1;0
24;597;0;0;1
46;591;0;2;0
18;577;1;2;1
48;748;1;3;0
50;415;1;0;1
66;331;0;1;1
45;644;1;3;1
43;524;0;0;1
20;558;2;3;1
67;613;1;3;1
54;754;1;3;0
25;832;1;1;0
68;328;1;2;0
47;568;2;3;0
48;740;1;0;0
41;687;0;3;0
55;805;1;1;0
54;399;0;1;1
29;487;2;1;1
50;491;2;1;0
41;518;0;2;0
57;433;2;1;0
30;825;1;0;1
20;455;2;2;1
18;636;0;2;0
37;574;1;0;1
41;364;1;1;1
59;754;1;2;0
55;832;1;3;0
46;649;2;3;0
62;561;0;1;0
27;845;0;1;1
68;809;0;1;0
20;482;1;0;1
42;575;1;2;0
68;463;2;2;1
21;558;2;3;0
54;510;2;2;0
20;377;2;2;0
19;746;0;1;1
46;832;0;2;1
56;507;1;2;0
40;348;2;3;0
35;419;2;0;1
47;843;2;0;0
56;822;2;0;0
34;391;0;1;0
42;634;2;1;0
33;589;1;3;1
62;375;0;3;0
36;351;2;0;1
33;660;0;0;1
19;607;0;1;1
36;361;0;1;1
20;513;0;1;1
39;513;1;2;0
47;736;2;1;0
37;611;1;3;1
63;378;1;2;0
31;670;0;0;1
63;364;0;3;0
21;782;2;3;1
48;324;2;2;0
36;568;2;0;1
21;520;2;2;1
41;827;2;0;1
21;781;1;0;1
27;456;1;1;0
62;426;2;1;1
39;610;2;3;0
56;609;1;2;0
30;633;2;0;1
66;418;2;2;0
40;735;0;0;0
22;839;1;3;0
42;800;1;1;0
60;671;2;1;0
53;569;1;3;0
69;581;0;2;1
57;488;2;3;0
65;812;1;0;0
40;838;1;2;0
34;699;2;2;1
47;414;1;3;0
18;502;1;3;1
61;579;0;1;1
19;324;1;1;1
51;835;1;2;0
37;567;2;3;1
42;617;2;1;1
46;652;0;1;0
32;802;2;1;0
36;836;0;2;1
48;321;2;0;0
53;545;2;0;0
57;526;0;3;0
23;582;1;2;1
39;460;0;1;0
56;718;0;1;0
39;333;0;0;1
29;712;0;3;0
34;772;0;0;1
34;750;1;3;0
45;777;2;1;0
51;674;0;2;0
69;805;2;3;0
60;568;1;2;0
40;502;1;3;1
31;381;0;0;1
52;415;2;1;0
61;795;2;2;0
20;825;1;2;1
28;693;0;2;1
19;802;1;3;0
33;620;2;1;1
34;395;2;3;0
32;473;1;1;1
42;537;1;0;0
43;397;0;0;1
38;399;2;2;1
63;503;1;1;0
19;839;0;2;0
40;759;0;3;0
56;656;0;3;0
18;647;2;0;1
45;401;2;0;1
54;711;1;0;1
69;513;1;0;0
49;777;1;2;0
43;720;2;1;1
52;845;1;2;0
36;535;1;0;1
64;628;2;2;0
37;531;0;2;1
27;834;1;1;1
68;420;1;1;1
57;426;0;2;0
24;493;1;1;1
25;626;0;3;1
19;477;0;1;1
43;787;2;2;0
68;710;1;2;0
30;501;1;2;1
61;665;0;2;0
44;573;1;2;0
60;548;2;2;0
28;325;1;2;1
35;445;0;1;1
22;320;0;0;1
31;538;2;3;0
36;745;2;0;1
57;347;2;2;0
52;406;2;2;1
49;356;1;0;1
69;702;2;1;0
30;409;2;2;1
67;795;0;0;0
24;773;1;1;0
42;585;1;2;0
29;379;1;1;1
25;677;2;1;0
37;614;0;2;0
50;521;1;2;0
69;496;1;2;1
39;556;0;0;1
29;336;2;2;1
19;448;1;1;1
38;449;1;0;1
59;359;2;2;0
48;362;2;3;0
26;333;2;0;1
63;472;2;0;0
61;636;1;2;0
32;401;1;0;0
60;705;0;0;1
20;318;1;1;1
50;804;0;0;0
57;718;2;3;0
49;729;2;3;0
21;525;0;3;1
62;304;2;1;0
27;615;2;1;0
33;390;1;2;1
41;664;0;1;0
39;723;2;3;0
56;658;2;1;1
26;567;0;2;1
59;426;0;3;1
63;365;2;1;0
54;764;1;1;0
34;540;0;2;1
60;538;0;3;1
69;310;2;3;0
31;755;2;2;0
55;320;2;2;0
46;632;0;1;0
36;475;0;2;0
48;718;2;2;0
67;704;0;2;0
31;610;2;3;0
41;318;2;1;1
65;300;2;3;0
21;331;1;0;1
21;688;0;0;1
33;327;1;3;1
19;846;2;0;1
25;376;1;0;1
50;360;1;2;1
59;662;2;0;1
54;815;1;2;0
29;405;1;3;0
31;735;2;3;0
57;781;2;2;0
46;698;2;0;1
63;584;1;1;0
49;346;0;3;1
62;806;2;2;0
43;437;0;2;1
21;735;1;0;1
29;799;0;0;0
51;559;0;2;1
59;748;1;0;0
31;347;1;0;1
67;316;2;3;0
48;848;2;1;1
65;796;1;3;0
44;456;1;1;1
37;722;0;2;1
67;404;0;3;0
69;691;1;0;0
35;703;2;2;1
18;701;2;1;1
60;409;1;3;0
49;425;2;3;0
49;422;1;2;0
29;480;1;3;1
26;664;0;0;1
26;485;1;0;1
66;553;2;0;0
60;612;1;0;0
38;720;1;2;1
38;808;2;3;0
31;627;1;0;1
50;449;2;0;1
25;631;0;3;0
66;611;2;2;0
29;685;2;1;1
44;594;2;2;0
30;409;2;0;1
56;529;0;2;0
38;601;2;2;0
19;823;1;3;1
62;807;1;3;0
32;556;0;3;1
44;577;2;2;1
34;766;0;3;0
52;795;0;0;1
44;628;0;2;1
64;620;1;1;0
45;536;2;3;1
62;440;0;3;0
53;755;0;0;0
22;501;0;2;1
50;518;2;2;0
60;641;2;0;0
41;379;2;1;1
20;305;2;0;1
62;548;1;2;0
55;542;0;0;0
60;667;2;0;1
40;547;1;0;1
35;528;1;2;1
56;737;1;3;0
30;701;1;1;1
60;436;1;0;0
58;679;2;2;0
42;712;0;2;1
53;649;0;1;1
26;406;2;2;1
60;300;1;3;1
43;583;1;3;0
18;825;1;0;1
30;525;0;2;0
65;302;0;3;0
50;821;1;3;0
57;506;1;1;1
19;651;2;3;0
32;366;2;1;1
53;641;0;0;1
39;308;0;0;1
41;501;0;0;1
46;645;1;1;0
51;791;2;1;0
65;474;0;2;1
18;752;2;1;1
68;438;0;3;1
40;819;0;2;0
66;813;1;3;0
57;376;2;2;0
67;426;1;0;0
35;634;1;1;1
18;658;0;2;0
44;793;1;1;0
64;711;1;1;0
61;792;0;3;0
50;374;0;2;1
66;482;1;3;1
24;309;0;2;1
21;449;2;3;0
19;334;2;1;1
61;460;1;0;1
57;649;1;0;1
24;611;1;0;1
66;306;0;1;1
25;638;1;1;0
63;810;0;0;0
61;561;0;3;0
50;342;0;1;1
61;575;0;2;0
38;478;1;0;1
55;483;0;2;1
50;663;0;3;0
23;370;2;1;1
23;408;2;3;1
62;581;1;3;0
53;642;2;3;0
32;432;1;0;1
53;677;0;3;0
38;420;1;0;1
59;757;0;1;0
55;481;0;3;0
59;316;2;3;0
29;832;0;2;1
50;616;2;1;0
45;434;0;3;0
63;792;2;1;0
65;655;0;2;0
34;389;1;1;1
21;496;0;1;1
41;565;0;2;0
57;519;2;2;0
35;750;1;1;1
24;536;2;0;1
25;315;2;1;1
59;712;1;0;0
38;582;2;1;0
21;612;2;1;0
53;444;2;3;0
61;332;2;0;1
52;720;1;2;0
54;305;2;2;1
50;574;1;3;0
34;343;0;2;1
47;583;1;0;1
26;323;2;0;1
67;822;2;1;1
42;548;2;2;0
52;847;1;2;0
39;312;0;2;1
24;309;1;0;1
58;434;2;3;0
40;593;2;1;0
66;661;0;0;0
63;663;0;1;0
24;549;0;3;1
57;683;0;1;1
37;695;2;0;1
54;716;1;2;0
32;691;1;0;1
63;397;1;1;1
37;790;2;2;0
44;582;2;1;0
36;733;2;2;1
33;838;0;1;1
43;328;0;1;1
67;692;0;0;0
34;445;2;1;1
66;314;0;0;1
45;615;2;1;0
42;456;0;1;1
33;368;2;0;1
43;460;0;1;1
34;719;2;1;1
28;401;0;1;1
52;799;0;3;0
25;439;0;3;1
63;536;2;1;0
60;428;1;3;0
30;476;1;0;1
49;678;2;1;1
40;530;2;3;1
53;513;0;2;1
57;454;2;3;0
40;648;0;1;1
45;500;0;0;1
32;385;1;2;0
67;351;1;0;1
64;824;1;2;0
30;743;1;3;1
49;410;1;2;0
45;834;2;3;0
19;403;1;3;1
30;323;0;3;1
65;776;0;1;0
49;333;0;2;1
37;785;2;2;0
28;547;2;3;0
52;352;2;1;1
40;301;2;3;0
61;689;2;3;0
31;368;0;3;1
51;831;2;2;0
31;728;1;3;0
60;354;0;3;1
55;795;1;3;0
42;807;1;3;0
41;830;1;2;0
18;817;1;0;1
26;678;1;3;1
61;521;2;1;0
37;318;2;1;1
18;570;1;3;1
68;694;1;0;0
50;799;2;2;0
51;791;0;1;1
42;797;1;1;1
61;521;1;2;0
37;547;0;3;0
56;441;0;2;0
61;730;1;0;0
55;758;0;2;0
55;790;2;3;0
61;689;2;0;0
22;762;0;1;0
67;566;0;2;0
29;350;2;3;1
39;444;1;1;1
51;345;2;0;0
19;793;0;0;1
33;498;1;2;1
59;721;1;0;0
29;788;2;3;0
22;738;0;3;0
41;655;0;2;0
62;476;0;3;1
54;389;2;3;0
39;646;1;2;1
24;334;1;1;1
36;604;2;1;1
44;347;2;0;0
47;605;2;0;0
31;766;2;3;1
66;591;1;2;1
57;428;0;1;0
34;302;2;1;1
51;582;2;2;0
23;672;1;2;0
22;477;2;0;0
53;691;1;2;0
57;645;2;0;0
21;695;0;3;0
55;806;0;1;0
32;813;0;3;1
55;780;2;1;0
47;355;0;3;0
46;340;0;0;1
55;833;1;1;0
24;365;0;1;1
64;835;2;3;0
30;606;2;2;1
33;617;2;3;0
37;474;2;0;1
28;598;1;2;1
49;472;2;3;0
46;473;2;1;1
24;783;1;1;1
34;594;2;0;1
59;608;1;0;0
24;744;2;3;1
37;691;2;0;0
24;358;1;3;0
18;719;2;3;0
32;306;1;1;1
32;709;0;0;1
38;430;1;0;1
30;568;1;3;1
24;820;1;1;0
56;366;0;0;1
51;753;1;0;1
61;779;1;2;0
28;701;2;3;0
46;324;0;1;1
37;434;2;3;0
24;722;1;1;1
63;513;0;0;1
51;590;1;3;0
53;630;0;0;1
23;608;2;0;1
46;634;2;0;1
59;409;1;2;0
40;681;0;1;0
18;802;0;0;1
26;747;2;3;0
69;712;1;1;0
18;565;1;1;1
41;716;2;0;0
41;742;1;2;0
20;576;1;0;1
27;690;1;3;0
42;563;0;1;1
45;652;2;0;1
69;825;2;1;0
21;815;0;1;1
40;721;2;3;0
37;415;2;3;0
34;787;0;1;1
48;362;2;3;0
29;379;0;1;1
56;617;0;3;0
68;597;2;3;0
27;462;2;1;0
24;709;2;2;1
59;542;0;2;0
45;773;1;1;0
69;603;0;2;0
38;629;0;0;0
54;592;0;3;0
26;581;1;0;1
63;764;0;1;0
55;337;1;2;1
52;412;0;2;1
49;319;2;2;0
48;657;0;2;1
58;322;0;3;0
54;736;1;1;0
63;608;2;2;0
35;333;0;1;1
53;509;1;2;0
27;337;0;3;0
33;715;0;3;1
19;785;0;2;1
44;613;0;2;1
55;401;0;0;1
18;319;2;1;1
33;427;1;0;1
39;550;2;3;1
58;786;2;0;0
49;840;0;1;0
18;553;2;2;0
40;849;0;0;0
66;772;2;3;0
40;442;2;2;1
44;674;0;2;1
55;760;1;3;0
38;810;0;2;0
31;377;2;1;1
35;595;1;3;0
64;816;2;0;0
33;713;0;1;0
58;656;1;1;0
20;425;0;3;1
45;319;2;2;0
48;717;2;0;0
21;701;0;3;1
22;562;1;1;0
23;821;0;0;1
37;597;0;2;0
54;376;2;1;0
18;792;2;1;0
59;578;1;0;0
45;393;0;0;1
24;769;2;2;0
27;755;0;0;1
29;337;1;2;1
39;415;1;2;1
67;459;2;2;0
64;309;2;1;0
49;524;2;1;0
38;728;1;1;0
42;491;0;2;1
44;578;0;1;1
48;620;0;1;1
55;757;2;1;1
63;790;1;0;0
25;554;2;0;1
37;639;1;1;1
30;553;1;1;1
65;738;0;0;0
44;354;0;1;1
69;761;1;0;1
68;318;1;0;0
63;554;0;3;1
35;656;2;2;0
52;738;2;0;0
69;518;2;1;0
45;761;0;2;1
41;575;0;2;1
68;669;0;3;0
29;772;2;3;0
65;792;0;1;0
36;598;1;3;0
18;544;1;1;1
62;355;2;2;0
46;545;0;0;1
41;810;2;2;0
68;728;2;3;0
56;787;1;1;1
55;579;2;3;1
46;609;1;2;1
63;833;1;0;0
43;597;2;1;1
34;426;1;3;1
53;477;2;0;0
49;570;2;1;1
61;505;2;1;0
53;445;1;3;1
29;318;1;2;1
36;312;2;3;0
37;490;2;0;1
29;781;0;2;1
21;580;2;2;1
40;358;1;3;0
41;819;0;3;0
64;748;1;2;0
26;361;0;0;1
69;312;0;2;0
45;763;0;2;1
47;513;2;2;0
58;416;1;2;1
30;682;1;2;0
21;564;0;0;1
21;531;0;3;0
38;651;0;0;1
46;369;2;2;1
61;457;0;2;0
52;412;1;0;1
26;358;0;0;1
34;509;1;1;1
32;611;2;0;0
40;678;2;0;0
48;522;0;3;0
26;775;2;0;0
40;405;2;2;1
42;479;1;3;0
40;820;2;3;0
44;430;0;3;0
48;803;2;1;0
61;725;1;1;0
63;726;1;0;0
29;333;2;2;0
54;822;1;1;0
62;677;0;0;1
65;435;2;3;0
23;686;2;3;1
50;746;2;1;0
39;581;0;2;1
35;515;0;1;1
43;729;2;1;0
29;688;2;1;1
34;639;1;3;0
36;545;2;3;0
54;644;1;1;0
53;819;2;1;0
52;381;2;1;0
36;342;0;3;1
44;814;1;1;0
61;826;0;3;0
25;592;2;0;1
18;829;2;1;1
50;656;2;2;0
23;713;1;2;0
47;448;0;2;1
60;842;2;3;0
47;541;1;0;1
19;518;1;2;1
34;808;1;0;1
56;669;1;0;0
24;759;2;0;1
68;489;2;1;0
49;549;0;0;1
36;593;2;1;1
44;430;2;1;1
44;724;0;1;0
67;502;2;3;0
28;301;0;2;1
34;672;1;3;0
33;784;0;0;1
19;671;2;2;1
65;314;2;1;0
30;364;1;2;1
62;434;0;2;1
37;499;1;3;0
61;424;2;2;0
40;575;2;2;1
50;456;0;1;1
47;614;1;2;1
62;738;0;2;0
49;336;0;3;1
28;362;1;1;1
58;591;0;0;0
28;789;2;0;1
46;439;2;1;0
32;496;2;2;0
62;595;2;2;1
49;505;2;2;0
56;495;0;3;0
45;348;2;3;1
51;346;1;0;1
56;339;1;0;1
33;741;0;2;1
60;301;1;2;0
57;465;0;3;0
66;412;0;2;0
33;733;0;1;1
24;631;1;0;1
55;720;0;0;0
40;302;1;1;1
32;581;1;3;0
26;770;1;3;0
54;791;2;1;0
19;333;2;1;1
41;405;0;0;1
49;350;0;0;1
64;428;2;2;0
39;594;0;2;0
55;777;1;3;0
54;475;0;2;0
61;474;0;0;1
47;432;2;0;1
41;768;0;2;0
61;831;1;3;0
50;431;0;1;1
22;632;1;1;1
57;565;0;3;1
27;635;0;0;1
41;787;0;2;0
29;351;0;1;1
21;337;1;2;1
57;813;0;1;0
21;405;2;3;1
22;318;2;0;1
52;815;1;1;0
58;798;1;0;0
31;770;1;0;0
47;696;1;0;1
27;519;1;0;1
60;842;2;3;0
61;509;1;2;0
25;481;1;3;0
65;418;2;0;1
51;481;2;2;0
55;791;1;3;0
57;518;0;1;0
19;509;0;1;1
43;594;1;1;1
24;432;1;3;1
44;333;0;0;1
31;522;1;0;1
27;552;1;3;1
26;365;2;0;1
51;491;2;2;0
42;302;2;1;1
19;665;2;3;1
63;471;1;1;0
42;442;0;2;1
46;760;2;1;0
54;815;2;1;0
68;769;2;0;0
45;791;0;2;1
56;308;2;0;1
25;666;0;1;1
24;491;0;1;1
34;356;2;1;1
19;307;1;1;1
26;444;2;3;1
26;545;0;3;1
58;318;1;3;0
60;451;2;3;0
42;485;0;1;1
45;581;0;1;0
20;516;0;0;1
50;394;2;1;1
33;797;0;3;0
55;607;0;3;0
20;702;0;0;1
41;736;0;3;0
50;522;2;2;0
61;651;2;2;0
67;351;0;1;1
63;581;0;1;1
44;487;2;1;1
19;391;2;0;1
55;627;1;3;1
23;420;2;1;1
52;465;0;3;0
52;635;0;1;1
68;502;0;1;1
34;669;1;3;0
20;462;2;1;1
32;327;2;0;0
34;355;2;2;1
50;343;0;1;1
26;379;1;1;1
33;629;2;3;0
35;835;1;3;0
44;361;2;1;1
47;332;0;3;1
38;339;1;2;1
30;721;1;3;0
49;769;2;1;0
32;344;0;1;1
61;556;2;2;1
22;491;2;3;1
54;683;0;2;0
31;827;1;0;1
19;713;1;2;1
22;411;1;0;1
47;512;1;0;0
68;384;2;3;0
37;824;2;1;0
54;680;0;1;0
26;432;1;2;1
49;492;1;0;1
28;618;1;0;1
52;320;0;3;0
21;827;0;2;1
37;705;2;1;1
35;650;2;2;0
65;571;0;1;0
35;460;1;3;1
65;351;0;0;0
37;682;1;3;0
38;693;2;0;1
34;404;1;1;1
31;816;0;3;0
37;329;2;1;1
37;443;0;1;1
30;379;2;1;1
35;336;2;2;1
63;848;1;3;0
18;430;2;1;1
67;634;1;1;0
33;306;2;0;1
51;767;2;0;0
60;599;0;2;0
44;625;2;2;0
32;482;2;2;0
21;391;0;0;0
35;744;2;2;0
39;362;1;0;1
44;709;2;1;1
56;814;2;2;0
45;491;2;2;1
19;314;1;1;1
25;629;2;2;0
21;783;0;2;0
62;410;2;0;0
36;382;0;1;1
53;417;2;0;1
66;521;1;3;0
36;332;1;2;1
37;486;2;2;1
56;611;2;0;1
56;774;2;2;0
48;547;2;0;0
39;345;2;2;0
54;820;2;1;0
20;798;1;1;1
20;714;1;2;1
35;824;0;3;0
24;539;0;0;1
31;371;0;3;1
37;439;1;0;1
59;357;1;1;1
45;721;0;0;0
34;835;2;1;0
27;335;1;2;1
39;814;2;3;0
31;352;0;1;1
50;344;0;0;1
49;780;2;1;0
61;311;0;1;0
35;345;0;2;1
24;418;2;0;1
60;716;0;0;0
54;715;1;1;0
37;582;0;2;1
64;645;2;0;0
49;416;1;1;1
36;341;0;0;1
68;754;0;3;1
51;340;1;1;1
27;775;2;1;0
24;642;2;2;1
24;660;0;3;1
46;317;2;3;0
19;544;2;2;1
24;839;2;1;1
30;317;2;1;1
64;681;0;0;0
55;800;2;0;0
66;383;1;0;0
26;327;0;3;1
56;439;1;3;1
53;451;1;2;1
68;709;1;3;0
30;768;0;1;1
56;361;2;0;1
48;770;2;0;1
37;723;2;3;0
39;354;0;1;1
46;495;2;0;0
69;622;0;2;0
33;459;1;1;1
51;602;1;1;0
24;667;1;3;0
18;466;2;0;1
68;753;0;0;1
31;487;2;2;1
27;678;0;3;0
34;474;1;3;1
25;435;0;2;1
66;437;2;3;0
41;571;1;2;1
63;792;2;3;0
18;594;0;1;1
20;643;2;0;1
47;487;2;3;1
65;796;2;1;0
21;626;2;3;0
35;442;1;1;1
50;611;1;3;0
30;558;1;3;1
47;597;1;2;0
56;693;0;2;1
23;725;0;1;1
47;307;0;0;1
69;301;2;0;1
48;678;2;2;0
28;608;0;3;1
63;821;0;2;0
33;369;2;2;0
64;576;2;3;0
28;495;2;0;0
41;757;0;1;0
24;442;1;1;0
37;502;0;1;1
67;470;0;0;0
33;733;2;0;1
53;606;1;0;0
45;455;2;3;0
40;361;2;2;0
66;532;2;0;0
24;526;2;1;1
28;472;1;1;1
19;411;0;0;1
65;749;1;2;0
52;526;0;3;1
46;334;0;3;0
30;384;0;0;1
48;360;1;1;1
22;670;0;3;1
69;646;2;0;0
56;603;0;1;1
46;458;0;2;1
36;461;0;2;1
25;802;2;1;1
25;464;1;1;1
39;354;0;2;1
54;371;2;2;1
22;718;0;2;1
29;727;1;0;1
62;668;2;1;0
52;536;0;1;0
58;830;2;1;0
42;515;0;1;0
49;801;2;2;0
33;683;2;0;0
37;465;0;1;1
21;799;0;2;0
22;812;2;3;0
21;448;1;3;1
20;557;0;1;1
27;406;2;0;1
57;551;2;2;0
34;828;0;2;1
54;579;1;2;1
34;664;2;3;1
47;744;2;3;0
33;384;2;2;1
32;488;1;2;0
66;329;0;3;0
40;530;2;3;0
53;561;1;2;0
48;846;0;1;0
54;385;2;0;1
24;409;2;0;1
30;805;1;2;0
60;740;2;0;1
49;317;0;3;1
66;480;1;0;0
50;417;1;0;1
20;834;0;3;1
63;641;1;0;0
53;631;0;0;0
29;585;0;1;1
49;610;0;0;0
35;407;2;3;0
56;657;1;2;0
58;414;2;1;1
55;798;2;2;0
47;345;0;0;1
59;396;2;0;1
24;783;2;3;0
31;846;0;2;1
37;620;1;2;0
46;414;1;1;1
19;693;2;3;1
45;429;1;1;1
26;618;2;0;1
42;783;0;0;0
50;304;0;0;1
39;835;2;1;0
33;399;0;0;1
49;599;2;3;0
37;347;1;0;1
63;841;0;3;0
19;388;0;0;1
59;839;1;1;0
32;617;1;2;0
26;548;1;2;1
47;539;0;0;1
47;802;1;3;0
28;498;0;0;0
22;308;1;0;1
52;832;2;3;0
57;388;0;0;1
40;612;2;3;0
24;750;0;1;1
52;503;2;2;0
31;681;2;1;0
41;795;0;0;0
19;382;2;1;1
51;650;2;2;0
19;380;2;1;1
63;333;1;1;0
47;580;0;3;0
58;413;0;1;1
55;411;1;3;0
54;765;0;1;0
47;486;1;2;0
62;809;1;2;1
34;363;1;2;0
45;532;1;1;1
37;358;1;3;0
22;769;2;3;1
44;399;0;1;0
56;303;2;3;0
69;471;2;2;0
37;309;2;1;0
23;734;1;3;0
34;634;0;0;1
44;800;2;2;0
28;798;0;0;1
33;416;0;2;1
38;520;0;1;0
58;845;1;1;0
61;742;1;1;0
33;321;2;2;1
18;667;0;1;1
30;602;0;1;1
60;680;1;3;0
52;506;1;2;0
56;340;1;0;1
51;629;0;1;0
22;565;1;2;1
57;369;1;2;1
19;769;1;3;0
32;341;0;1;1
19;589;1;1;1
41;814;0;2;1
67;452;0;0;1
28;747;0;3;0
55;791;0;0;1
49;415;2;0;1
61;562;0;0;1
68;667;2;3;0
26;578;0;2;0
29;725;0;1;1
22;526;2;3;1
51;484;0;1;0
18;714;0;0;1
29;363;0;2;1
43;669;2;3;0
27;338;1;3;1
42;672;0;1;0
33;522;2;2;1
24;343;1;3;0
27;456;2;1;1
34;435;0;1;1
25;818;0;0;1
42;773;0;0;1
43;586;0;2;0
42;761;0;0;1
46;641;2;2;1
30;480;2;1;1
31;759;2;3;0
44;544;0;3;0
18;549;0;3;1
24;414;1;0;1
60;707;1;0;1
44;638;2;0;0
21;586;1;2;1
40;691;1;2;1
19;382;1;1;1
63;377;0;2;1
52;454;1;2;1
38;520;1;2;0
26;548;2;1;1
35;436;1;1;1
35;462;1;0;0
56;347;2;2;1
56;339;0;0;1
29;520;0;0;1
34;603;0;1;1
46;560;1;1;0
43;769;0;3;0
54;652;0;2;0
29;478;2;2;1
51;625;0;0;1
58;771;0;0;0
27;492;1;1;1
66;727;0;1;0
65;746;0;2;0
45;473;0;0;0
53;769;1;2;0
30;541;2;3;0
36;711;0;1;1
46;377;0;1;1
34;409;0;3;1
24;562;1;3;1
65;393;1;2;1
58;729;0;1;0
37;725;2;0;0
48;581;1;1;0
58;453;2;1;1
54;442;1;1;1
18;685;2;3;0
21;648;1;2;1
43;399;0;0;1
28;520;2;1;0
26;796;2;2;1
26;399;1;0;1
38;547;1;0;1
29;307;1;2;1
31;400;2;1;1
64;796;0;1;0
66;637;2;2;0
61;360;2;1;1
22;673;1;0;0
24;575;0;0;0
61;501;1;2;0
34;343;1;0;1
19;686;0;3;0
46;432;2;1;1
34;585;0;2;0
44;653;0;2;0
36;751;1;0;0
18;696;2;3;0
31;776;1;2;0
49;579;0;3;0
57;737;1;3;0
33;304;0;2;1
56;307;1;0;1
43;475;2;3;0
37;543;1;2;1
65;376;0;1;1
66;588;1;0;0
43;613;2;2;1
45;696;0;1;0
55;321;0;0;1
34;546;2;2;1
53;707;2;0;0
29;763;0;3;0
62;572;0;0;1
58;523;2;2;0
56;465;1;2;0
30;642;1;3;1
32;530;0;0;1
42;627;0;2;0
20;848;0;3;0
23;626;1;1;0
65;536;1;2;0
